channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserSize,device.browserVersion,device.deviceCategory,device.flashVersion,device.isMobile,device.language,device.mobileDeviceBranding,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.mobileDeviceModel,device.mobileInputSelector,device.operatingSystem,device.operatingSystemVersion,device.screenColors,device.screenResolution,geoNetwork.city,geoNetwork.cityId,geoNetwork.continent,geoNetwork.country,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.networkLocation,geoNetwork.region,geoNetwork.subContinent,totals.bounces,totals.hits,totals.newVisits,totals.pageviews,totals.transactionRevenue,totals.visits,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.campaignCode,trafficSource.isTrueDirect,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source
Display,20160902,9626413168171007830,9626413168171007830_1472848190,Not Socially Engaged,1472848190,2,1472848190,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,6,,6,,1,,,not available in demo dataset,,,,,(not set),,,,cpm,,dfa
Organic Search,20160902,5827456095371674753,5827456095371674753_1472841271,Not Socially Engaged,1472841271,4,1472841271,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,6,,5,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,1350553934647472640,1350553934647472640_1472825645,Not Socially Engaged,1472825645,1,1472825645,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,6,1,6,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,9366014617306515276,9366014617306515276_1472867684,Not Socially Engaged,1472867684,1,1472867684,Internet Explorer,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,8703264936360577571,8703264936360577571_1472874932,Not Socially Engaged,1472874932,1,1472874932,Safari,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,not available in demo dataset,not available in demo dataset,Northern America,,6,1,4,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,1922661605060739726,1922661605060739726_1472875856,Not Socially Engaged,1472875856,1,1472875856,Firefox,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,6254908847172458133,6254908847172458133_1472840257,Not Socially Engaged,1472840257,25,1472840257,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Jose,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,cisco.com,not available in demo dataset,California,Northern America,,6,,4,,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
Organic Search,20160902,8498645995553370235,8498645995553370235_1472830611,Not Socially Engaged,1472830611,1,1472830611,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Los Angeles,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Los Angeles CA,(not set),not available in demo dataset,California,Northern America,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,9929807646390802668,9929807646390802668_1472879157,Not Socially Engaged,1472879157,1,1472879157,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,6,1,6,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Paid Search,20160902,3911386709759851738,3911386709759851738_1472863152,Not Socially Engaged,1472863152,1,1472863152,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,6,1,6,,1,,Google Search,not available in demo dataset,Cj0KEQjwxqS-BRDRgPLp0q2t0IUBEiQAgfMXRMSen0LMh8lMx_1odvvP0drrRis09d7DUjC_Na0RM4EaAngL8P8HAQ,False,1,Top,AW - Dynamic Search Ads Whole Site,,,6qEhsCssdK0z36ri,cpc,,google
Organic Search,20160902,8080476159821483507,8080476159821483507_1472838417,Not Socially Engaged,1472838417,1,1472838417,Safari,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,telus.net,not available in demo dataset,not available in demo dataset,Northern America,,6,1,4,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,4268708230834610464,4268708230834610464_1472865703,Not Socially Engaged,1472865703,1,1472865703,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,6,1,6,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,2082327054197770712,2082327054197770712_1472800684,Not Socially Engaged,1472800684,2,1472800684,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,6,,6,,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
Organic Search,20160902,8242614105587909379,8242614105587909379_1472862155,Not Socially Engaged,1472862155,3,1472862155,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,rogers.com,not available in demo dataset,not available in demo dataset,Northern America,,6,,5,,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
Organic Search,20160902,3657242174697963711,3657242174697963711_1472868861,Not Socially Engaged,1472868861,1,1472868861,Chrome,not available in demo dataset,not available in demo dataset,tablet,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,6,1,6,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,9754532782260767990,9754532782260767990_1472861617,Not Socially Engaged,1472861617,24,1472861617,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,6,,6,,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
Referral,20160902,6283843372660979164,6283843372660979164_1472863085,Not Socially Engaged,1472863085,2,1472863085,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,universityfightnight.com,not available in demo dataset,California,Northern America,,6,,6,,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
Referral,20160902,8106330885742872677,8106330885742872677_1472845966,Not Socially Engaged,1472845966,2,1472845966,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,6,,6,,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
Direct,20160902,3616014667867180410,3616014667867180410_1472817914,Not Socially Engaged,1472817914,4,1472817914,Safari,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,ena.net,not available in demo dataset,not available in demo dataset,Northern America,,6,,6,,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
Affiliates,20160902,0063191589012692475,0063191589012692475_1472815091,Not Socially Engaged,1472815091,1,1472815091,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Croatia,not available in demo dataset,not available in demo dataset,not available in demo dataset,vecernji.net,not available in demo dataset,not available in demo dataset,Southern Europe,,6,1,6,,1,,,not available in demo dataset,,,,,Data Share Promo,,,,affiliate,,Partners
Organic Search,20160902,2114321293222649075,2114321293222649075_1472855737,Not Socially Engaged,1472855737,1,1472855737,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,not available in demo dataset,not available in demo dataset,Northern America,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,9243223737281355377,9243223737281355377_1472858273,Not Socially Engaged,1472858273,1,1472858273,Safari,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,optonline.net,not available in demo dataset,New York,Northern America,,6,1,4,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Affiliates,20160902,5424614597036910148,5424614597036910148_1472856818,Not Socially Engaged,1472856818,5,1472856818,Safari,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,La Victoria,not available in demo dataset,Americas,Argentina,not available in demo dataset,not available in demo dataset,(not set),phonevision.com.ar,not available in demo dataset,Lima Region,South America,,6,,4,,1,,,not available in demo dataset,,,,,Data Share Promo,,True,,affiliate,,Partners
Organic Search,20160902,6562540172252855224,6562540172252855224_1472875451,Not Socially Engaged,1472875451,1,1472875451,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Referral,20160902,123807392846609019,123807392846609019_1472833710,Not Socially Engaged,1472833710,1,1472833710,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,6,1,6,,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
Referral,20160902,1084915627422353736,1084915627422353736_1472832596,Not Socially Engaged,1472832596,1,1472832596,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,not available in demo dataset,not available in demo dataset,Northern America,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
Referral,20160902,4113657068238853508,4113657068238853508_1472810030,Not Socially Engaged,1472810030,1,1472810030,Safari,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sydney,not available in demo dataset,Oceania,Australia,not available in demo dataset,not available in demo dataset,(not set),unknown.unknown,not available in demo dataset,New South Wales,Australasia,,6,1,6,,1,,,not available in demo dataset,,,,,(not set),,,,referral,/permissions/using-the-logo.html,google.com
Organic Search,20160902,9966505186635465691,9966505186635465691_1472854894,Not Socially Engaged,1472854894,1,1472854894,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,8142777150704424682,8142777150704424682_1472805555,Not Socially Engaged,1472805555,2,1472805555,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Asia,Hong Kong,not available in demo dataset,not available in demo dataset,not available in demo dataset,netvigator.com,not available in demo dataset,not available in demo dataset,Eastern Asia,,6,,5,,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
Organic Search,20160902,3246546323872092686,3246546323872092686_1472809309,Not Socially Engaged,1472809309,1,1472809309,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Netherlands,not available in demo dataset,not available in demo dataset,not available in demo dataset,planet.nl,not available in demo dataset,not available in demo dataset,Western Europe,,6,1,4,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,8119686223629234128,8119686223629234128_1472853507,Not Socially Engaged,1472853507,1,1472853507,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Paid Search,20160902,4919548630609005323,4919548630609005323_1472858179,Not Socially Engaged,1472858179,2,1472858179,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,Northern America,,6,,4,,1,,Google Search,not available in demo dataset,Cj0KEQjwxqS-BRDRgPLp0q2t0IUBEiQAgfMXRLIyC4WoAABLm_mr4SI2fyuPXhlC4kX2y46BYNULOMoaAjKw8P8HAQ,False,1,Top,AW - Dynamic Search Ads Whole Site,,True,6qEhsCssdK0z36ri,cpc,,google
Referral,20160902,444872711677635024,444872711677635024_1472857923,Not Socially Engaged,1472857923,3,1472857923,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,6,,6,,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
Organic Search,20160902,3367200576815789507,3367200576815789507_1472836763,Not Socially Engaged,1472836763,1,1472836763,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Netherlands,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,Western Europe,,6,1,4,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Referral,20160902,8774104503942898966,8774104503942898966_1472813242,Not Socially Engaged,1472813242,6,1472813242,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,6,,6,,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
Organic Search,20160902,497606619991944383,497606619991944383_1472858647,Not Socially Engaged,1472858647,1,1472858647,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Asia,Indonesia,not available in demo dataset,not available in demo dataset,not available in demo dataset,rajalistrik.com,not available in demo dataset,not available in demo dataset,Southeast Asia,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,1015098686416191242,1015098686416191242_1472853641,Not Socially Engaged,1472853641,1,1472853641,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,France,not available in demo dataset,not available in demo dataset,not available in demo dataset,wanadoo.fr,not available in demo dataset,not available in demo dataset,Western Europe,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Referral,20160902,2236923972006024981,2236923972006024981_1472852090,Not Socially Engaged,1472852090,1,1472852090,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
Organic Search,20160902,0431881149534700708,0431881149534700708_1472818035,Not Socially Engaged,1472818035,1,1472818035,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,France,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Western Europe,,6,1,6,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Referral,20160902,0129431257283813068,0129431257283813068_1472844905,Not Socially Engaged,1472844905,3,1472844905,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,6,,6,,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
Organic Search,20160902,2659125588237199868,2659125588237199868_1472829649,Not Socially Engaged,1472829649,1,1472829649,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,virginm.net,not available in demo dataset,not available in demo dataset,Northern Europe,,6,1,5,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Referral,20160902,0632061956761608831,0632061956761608831_1472843406,Not Socially Engaged,1472843406,1,1472843406,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,6,1,6,,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
Affiliates,20160902,0424951725842515190,0424951725842515190_1472822653,Not Socially Engaged,1472822653,1,1472822653,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,btcentralplus.com,not available in demo dataset,not available in demo dataset,Northern Europe,,6,1,6,,1,,,not available in demo dataset,,,,,Data Share Promo,,,,affiliate,,Partners
Organic Search,20160902,4418539247066397047,4418539247066397047_1472814659,Not Socially Engaged,1472814659,2,1472814659,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Asia,India,not available in demo dataset,not available in demo dataset,not available in demo dataset,airtelbroadband.in,not available in demo dataset,not available in demo dataset,Southern Asia,,6,,6,,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
